user_id,age,gender,occupation,sleep_duration,bedtime_hour,wakeup_hour,stress_level,exercise_duration,caffeine_intake,screen_time_before_bed,alcohol_intake,meal_timing,mood_before_sleep,room_temperature,noise_level,light_exposure,sleep_interruptions,sleep_quality,date
user_0017,38,Other,Healthcare Worker,5.090430714571164,19.64855530259012,0.738986017161281,3.759742980566277,135.8311548003704,3,0.6851665296347973,1,16.028315881832285,1,21.99945389574283,6.357634554369508,1.9392944016605729,0,Average,2025-09-09
user_0018,24,Male,Remote Worker,7.151171700916201,22.98082797182067,6.131999672736871,4.268940794729543,99.2385328081078,1,0.991602864707454,0,22.189369270233563,0,22.86236192882292,3.241102047309742,2.264887540050866,0,Good,2025-09-08
user_0019,18,Male,Student,7.831320732759541,23.41570504181388,7.2470257745734195,0.32447983811578224,26.2105012471524,3,7.497813510733513,0,21.473415409388906,1,21.791174782268104,2.5793945999150436,10.0,0,Good,2025-09-10
user_0020,52,Other,Remote Worker,7.832857526837018,19.65385673634216,3.486714263179177,2.163741730635228,40.79388509266441,1,3.0937058483875917,2,20.96059592139956,1,23.498207866107016,3.6413121035304026,0.3712383245335527,0,Good,2025-09-14
user_0021,32,Female,Healthcare Worker,8.4396320865601,24.111068965337008,8.550701051897107,2.1332648249694466,31.3904400896197,1,2.415189094373579,1,17.72771525750306,2,16.23997681587096,6.737248652889983,10.0,0,Average,2025-09-15
user_0022,35,Female,Unemployed,7.170846338740592,21.63049010696981,4.801336445710401,1.3826834285617702,22.483272842225453,2,0.4149330330194856,2,21.67688198543192,1,20.190922529587063,3.875623492239046,2.6175271570537704,0,Average,2025-09-24
user_0023,18,Male,Office Worker,7.550005235382387,22.764227421573988,6.314232656956374,8.105825501301526,1.3705931597991865,1,0.14092500335415165,0,19.390878352595966,2,17.94266981449736,2.313476008985967,3.9099234126537485,0,Good,2025-09-27
user_0024,28,Male,Shift Worker,9.61162979404028,25.401997130859765,11.013626924900045,5.2721840403842455,15.163429469761297,1,0.7622401490638577,3,22.082166721414985,1,22.09842900797368,10.0,7.092134783010452,1,Poor,2025-09-08
user_0025,36,Female,Retired,8.395251475665106,24.114310768557957,8.509562244223062,3.5841412252451392,28.08181952347829,2,0.4654939936535434,0,19.44596844636834,2,15.840083965108905,1.528026671430943,1.7880433900571557,1,Average,2025-09-25
user_0026,21,Female,Student,7.091544732795241,22.0166448337695,5.108189566564743,3.758718611476649,28.293754377440823,2,1.410139141881239,1,21.656153209652707,1,22.611353007846745,2.8666602244556985,2.2514375274285983,0,Good,2025-09-14
user_0027,39,Female,Retired,5.058741946186771,20.895853994252484,1.9545959404392548,1.8581077326878277,11.675108028658697,3,2.2557795258844653,2,19.57330377495773,1,23.819570269803517,3.363544770584827,2.1072677592748956,1,Average,2025-09-30
user_0028,27,Female,Remote Worker,4.398411864878115,18.62673227760725,23.025144142485367,7.614714227136114,71.0503936237887,1,3.9084100575952863,2,17.740897623719906,1,19.46862311295694,3.496620242192053,1.8782934315318074,0,Average,2025-09-28
user_0029,31,Male,Student,6.18955218838323,21.205524025363644,3.3950762137468757,3.558353740002627,4.578758470576461,2,2.795180516952033,1,16.0,2,22.14356746501204,5.5686396295525995,10.0,1,Poor,2025-09-30
user_0030,27,Female,Office Worker,6.36290505523532,22.11996557011015,4.48287062534547,3.916699732065849,17.346658287953495,0,0.8915605909758006,3,20.814873300975236,3,15.0,8.336398761935357,7.062727253921321,1,Average,2025-09-25
user_0031,57,Male,Remote Worker,6.249078210494353,20.723076851127868,2.972155061622221,5.934792812614716,29.350964803536844,0,1.1623010700110075,1,18.10439744355298,0,16.702811109696697,4.345010410543835,0.4616433605367864,1,Average,2025-09-21
user_0032,34,Male,Student,7.501009984568052,22.26373745923385,5.764747443801902,0.9609116307863235,29.861769455242964,2,0.5627695096781423,2,20.09733142713044,0,19.490041537060705,6.38822967949744,0.4577097739804261,0,Good,2025-09-15
user_0033,22,Male,Shift Worker,7.783501561488433,22.638333389325783,6.421834950814215,4.936297605373797,26.1485242745518,3,0.12567842379845262,0,20.121769801234638,3,17.58872310434597,2.2803174379368785,2.2335527709262926,0,Good,2025-09-22
user_0034,44,Female,Office Worker,7.028815656583018,22.09525923274546,5.124074889328476,0.6516357956970997,8.04953097403584,1,1.8138060229377333,2,22.52711607407673,1,19.30038125959821,2.7115678373805103,0.4154792946449106,0,Good,2025-09-26
user_0035,20,Male,Shift Worker,7.405707905696969,21.329995354517774,4.735703260214741,1.2709267324980433,4.2461890992739315,3,0.01975232339850701,0,20.845805691742456,1,19.21279751562765,4.092258728291288,3.8608011130241957,1,Average,2025-09-16
user_0036,37,Male,Student,7.645776829753108,22.80357840954011,6.449355239293215,1.2266599088106835,25.26093718730974,1,0.7893723839102236,2,18.829578408626002,1,18.621898575158482,0.06064401082674071,0.6204987833289267,0,Good,2025-10-03
user_0037,18,Female,Retired,4.4680880711428355,23.295493169224937,3.7635812403677704,10.0,22.863688561516025,3,0.799103063543024,1,21.0060445995203,0,15.0,2.8744879234669085,2.9557029540062207,1,Average,2025-10-05
user_0038,19,Male,Unemployed,5.001478122686624,20.537281660602876,1.5387597832894997,5.8250390291173275,4.941647341164343,0,2.364276110682943,1,19.85698780467804,2,22.37990668550744,4.1857093953596705,0.028984547829104573,0,Average,2025-09-08
user_0039,37,Female,Unemployed,7.82663442840158,25.039678283543285,8.866312711944865,3.6236398979546642,30.531292845462215,3,2.180225614696288,1,19.639395351170982,2,22.040832791442256,2.045222737858161,1.522678384200577,1,Average,2025-10-02
user_0040,43,Male,Remote Worker,5.705581290131105,22.32254136188833,4.028122652019434,3.895474270260643,15.182127882194482,3,0.5438123986736267,1,17.67377971914625,1,20.090754780494592,2.921803017702439,4.522774423702748,0,Average,2025-10-03
user_0041,37,Female,Student,8.082382498480424,22.533929321300725,6.616311819781149,2.477107739052393,27.547486507780377,2,2.5039969738412027,2,19.487122197210592,1,18.88872653680561,4.164830214955501,2.6468959276243544,0,Good,2025-09-13
user_0042,33,Female,Remote Worker,8.937584128218218,23.774785961861802,8.712370090080022,8.817526591527605,45.406491023069755,2,0.5220332182070815,2,18.783221405947238,2,20.580577252668743,4.553962561221308,10.0,0,Average,2025-09-30
user_0043,31,Male,Student,8.682743170522755,22.919789036274302,7.602532206797058,2.0570776239631674,4.65006093055753,3,0.8867697949043967,1,17.815895061946982,0,21.533810539164186,9.801020910952868,8.28918995930289,0,Average,2025-09-21
user_0044,18,Male,Student,7.414900987492252,24.215645941043842,7.630546928536095,1.4366134970465125,0.48326260301602586,3,2.5967027012414303,1,23.0,2,19.567426079404353,5.109834651114328,1.7793449915291135,0,Average,2025-09-18
user_0045,26,Male,Office Worker,9.49052638504688,23.016823497363283,8.507349882410168,0.5339202838204552,37.75142192677265,1,2.3612954509774964,0,18.87439694508975,0,21.44985527655296,3.6070757422786195,0.1862141433372379,1,Good,2025-09-16
user_0046,29,Male,Healthcare Worker,6.984862550971761,21.39761272564721,4.3824752766189725,4.628222153649359,23.520825192980993,3,8.74311878572798,3,20.510446335162907,1,19.785753635799026,7.992868438767823,7.473515973732207,0,Average,2025-09-12
user_0047,47,Other,Remote Worker,6.992929953677987,23.150706345370985,6.143636299048971,3.977787845916607,30.069302271950026,3,0.3826500665977133,2,18.295787947576866,3,16.32484576842773,4.609719406798342,9.687020324257881,0,Average,2025-09-14
user_0048,39,Male,Remote Worker,6.100779198942989,20.44129282682281,2.5420720257657976,1.4552545285472527,45.52790093375271,0,1.6284755980761096,2,19.945559206319814,1,18.85359660268752,2.6694641083019643,6.873160142639662,1,Average,2025-10-08
user_0049,18,Female,Healthcare Worker,7.288003757047251,22.695407470397743,5.983411227444996,0.07654860286317322,40.589807219488385,3,1.881586504979661,0,18.588422298296624,1,22.34796210705239,2.4206923034233165,0.5476337980751331,0,Good,2025-10-02
user_0050,38,Male,Office Worker,6.568343327969323,22.44018601683997,5.008529344809293,5.4790029483319245,81.05370528770479,3,3.699394472915926,3,20.760535235903326,1,25.571840817328702,5.379291682868442,10.0,1,Average,2025-09-18
user_0051,30,Female,Unemployed,7.688671263192134,22.12538965690943,5.814060920101564,0.03445100731279066,19.19327050690658,2,0.25504793136701776,2,22.554234279538264,1,17.831071418063505,4.462145163613511,1.196774826116618,1,Average,2025-09-11
user_0052,26,Female,Healthcare Worker,7.358363896884742,22.268632479409924,5.626996376294667,3.6491462419807137,16.759978883190044,3,2.787026014628955,2,19.240691144348997,0,15.209309922969375,4.677284204340386,5.152388506879362,0,Average,2025-09-10
user_0053,42,Female,Healthcare Worker,5.287456739615371,19.11267171810425,0.4001284577196209,10.0,12.849397846861013,1,1.2599275215785228,0,21.32545329402198,3,19.460518808470006,4.027464647735447,9.545383457647096,0,Average,2025-09-20
user_0054,47,Male,Office Worker,7.355319056024412,21.51229516606627,4.867614222090683,1.7269529749108767,4.171769711515946,0,0.4816842915555284,0,18.927180983406465,2,18.245219353128316,4.9441805073716445,1.0751121497453406,0,Good,2025-09-11
user_0055,46,Male,Remote Worker,8.998558372045197,22.667120822054006,7.665679194099205,0.8035340431461206,21.251296480528794,2,0.9649218618581591,1,21.75868668161413,1,21.526300934247587,10.0,9.555124141526312,1,Average,2025-09-19
user_0056,24,Male,Remote Worker,8.159684584972245,22.78774150559532,6.947426090567568,3.6610282923593944,8.109084492315212,3,0.8122604497079458,0,23.0,1,21.524717110672782,4.288068874098343,1.4812505160044296,0,Good,2025-10-05
user_0057,31,Female,Office Worker,4.753486981457299,20.650184746333274,1.4036717277905737,5.096908803027976,63.55518954752504,1,1.298800720795609,1,19.149442482437312,0,24.37733187997057,0.3600885996237535,10.0,0,Average,2025-09-19
user_0058,38,Female,Student,4.981594963227921,24.77827411355646,5.75986907678438,2.3718190895667015,21.87816815278618,0,3.2973458707796564,0,17.21960087865802,0,17.605687704042772,7.2855576843854415,1.321022513466721,1,Average,2025-09-27
user_0059,46,Other,Remote Worker,7.253449475451298,20.940885273213897,4.194334748665195,10.0,22.463737343317064,1,1.2635325897087784,0,20.922126581154135,1,19.03480168006962,2.870468841728438,10.0,0,Average,2025-09-16
user_0060,29,Male,Remote Worker,6.167337033773164,24.245022960948127,6.412359994721292,0.1591541641276849,10.95970410414185,3,1.9978366542547987,2,20.836625811916175,2,22.943271852186683,6.505818052022796,0.22012593674743608,1,Poor,2025-10-03
user_0061,32,Female,Office Worker,7.050131072460917,23.268949851369033,6.319080923829951,2.108354006785721,1.3347386174792213,3,1.0970458797934093,2,20.252686751666463,1,15.53088278290894,10.0,4.9414687878649195,1,Average,2025-09-09
user_0062,21,Female,Unemployed,5.166663847208182,21.336790842281154,2.5034546894893346,3.8023777420493343,0.8064630385151202,3,0.10504179294545081,0,19.990232437233452,2,15.0,3.580043489073765,3.038097906910244,0,Average,2025-10-01
user_0063,20,Male,Office Worker,5.500745309183909,25.69555960669712,7.196304915881029,5.955460477292037,13.762350507835148,1,0.5301681675278442,0,19.173260772008952,0,18.696389406932713,4.719245178872631,2.5994089375295744,1,Average,2025-09-22
user_0064,44,Male,Healthcare Worker,7.245928316649259,20.351453702838334,3.5973820194875934,0.5926306804798647,2.2089082466689205,2,1.0159158537049706,2,21.240522271450462,1,25.158805463296318,3.8507046061924077,1.011805256593059,1,Average,2025-09-25
user_0065,51,Female,Retired,8.524492849691361,24.154477512498,8.67897036218936,4.828365964212128,23.338907920325642,0,0.37140473047581496,1,18.97968499183405,0,18.147470308752442,3.359604100321735,4.891206364794948,0,Good,2025-09-11
user_0066,34,Female,Healthcare Worker,7.207139494651195,24.301048172477362,7.508187667128556,2.4136247621994897,53.210124205786244,2,0.30090597575998745,2,17.33466444872441,1,20.804475173048434,3.306248982760308,0.8468836127075832,0,Good,2025-10-07
user_0067,47,Female,Shift Worker,3.9770848784738857,21.29288362366204,1.2699685021359244,1.5152945805083378,53.62133862879536,3,1.0521708218663735,1,20.53031283480434,0,21.89138953621562,3.034877558072636,3.21937129205379,0,Good,2025-09-20
user_0068,39,Male,Office Worker,7.654067331097409,25.00643754011579,8.660504871213199,0.42370593034347814,26.900149452735207,0,0.5847046357575036,1,20.229252896949752,3,23.506148015360573,6.174199519024905,1.1680744495370958,0,Average,2025-09-10
user_0069,27,Female,Office Worker,7.0337375754183435,22.049916273721884,5.0836538491402266,6.014021131812765,5.932070770233781,1,0.597102236001904,1,20.012051613514654,0,23.012808772859337,5.404432489934239,10.0,1,Average,2025-09-25
user_0070,39,Male,Unemployed,5.929866938119276,23.019648532703744,4.94951547082302,0.513337391628933,49.69378061635302,3,0.9353908680202089,2,21.929719851363483,3,22.39605441686319,2.663474450060925,0.1161962473279478,0,Average,2025-09-17
user_0071,53,Male,Healthcare Worker,7.849378813204717,22.968579309788197,6.817958122992913,1.1122688346672973,54.3094193665131,2,0.1430442199540243,0,17.572740256479104,1,20.371855162313377,2.043579822992444,0.8912158364848476,0,Good,2025-10-04
user_0072,34,Male,Retired,7.106335128439993,22.258244265353014,5.364579393793008,1.0276633215831625,5.474231425180273,2,3.941345843930412,1,19.246520252767738,3,23.787408423201036,6.7054648176186955,1.1099269931140836,0,Average,2025-09-28
user_0073,53,Female,Office Worker,8.117638985917495,23.959454891687606,8.077093877605101,6.15347281110093,33.43056646424101,0,2.022699065275232,0,19.652972131952296,1,16.00772350807821,3.93709705335257,2.138204958940086,0,Good,2025-09-27
user_0074,18,Female,Office Worker,7.536914177477339,23.928279696993982,7.465193874471321,3.350661737178388,8.440006026926692,3,2.4594059125086147,0,20.615144425496084,3,19.148767590583585,2.307644715152683,1.059667335735376,1,Average,2025-10-06
user_0075,44,Female,Student,5.010215687900324,19.352642448171274,0.36285813607159767,4.778943174931922,40.56818473544979,3,0.16843306974692043,0,17.423365268462344,0,20.047764608088826,6.423882646367464,2.703973332891853,1,Average,2025-10-05
user_0076,36,Male,Remote Worker,9.453737693493624,24.847812437180675,10.3015501306743,0.8649183965796787,147.29409960255882,0,2.243342109136506,0,19.775699059490144,2,20.781862930622367,5.247614277066424,8.237474180485355,0,Average,2025-09-19
user_0077,31,Female,Office Worker,5.917870766335402,19.507514421535788,1.4253851878711892,2.941480724929699,0.7621504365505878,2,2.4750565233238637,3,18.87841531205215,3,23.820393859676045,3.5795691632730957,4.980060145291885,0,Average,2025-09-26
user_0078,36,Male,Retired,7.870397874295816,24.358583167814984,8.228981042110803,2.5441162863676077,56.91461773697579,0,2.190005764253317,1,20.785494367374394,0,23.193013938017437,8.773199770006887,3.469640197064763,0,Good,2025-09-14
user_0079,18,Female,Healthcare Worker,6.551875340741184,24.52806924628965,7.079944587030834,5.366238822578753,24.363263861439076,3,0.24199965399098233,2,20.72682751599271,0,17.402822863964907,2.5322423014276763,0.3728634807338205,0,Average,2025-09-30
user_0080,32,Male,Unemployed,5.569323295890959,20.536260425612642,2.1055837215035993,7.096161303630223,90.65477154301693,2,1.5488490509779638,1,19.641761479571088,1,17.24535427125228,10.0,4.736577551139084,0,Average,2025-09-10
user_0081,39,Male,Office Worker,6.3127276468495515,21.760534281681746,4.0732619285312985,0.036693808226913746,15.637658050334846,1,2.6965890122544085,0,17.927623254421423,3,22.531575786843465,2.3795909982157406,0.7280749752782372,0,Good,2025-09-09
user_0082,52,Male,Retired,6.459108506842626,20.509731596725317,2.968840103567942,3.3627570026686078,46.99640178321682,0,0.8612189130065928,0,18.154962038128993,1,19.947927395292396,0.04518854502821141,6.173989984425618,1,Good,2025-09-29
user_0083,28,Male,Remote Worker,9.222024544601028,22.113142145480275,7.3351666900813015,0.15968275213866823,1.6106383506421087,1,2.079219611963342,3,21.95515164101898,1,21.1491290842172,8.62234026973725,1.1510310133161754,1,Average,2025-09-15
user_0084,25,Female,Remote Worker,5.248587732811106,21.945538288465666,3.194126021276773,2.3879238221096686,10.209698764275851,2,1.2263202575213132,0,19.335195483187945,0,18.5841209865974,2.8429278599172276,2.1586067126015034,1,Good,2025-10-02
user_0085,28,Female,Retired,5.6829945088023885,23.90338895808481,5.586383466887199,1.0174850117096579,1.734195091038116,3,1.5045519528712807,1,20.451174665368427,0,18.975320864716053,5.924664342215494,1.7260262641814461,1,Average,2025-09-17
user_0086,45,Male,Remote Worker,9.76305022653808,24.858555743015295,10.621605969553372,1.0992088935883855,92.56749641493673,1,0.05247246510677945,2,18.095330922526486,2,22.048320961598044,6.9982688482352575,7.8307060185395345,0,Average,2025-09-10
user_0087,38,Female,Shift Worker,7.971877390340602,25.01223085942192,8.98410824976252,1.3060345490373515,42.453163827268234,3,1.5281623405321627,0,17.724236038422497,0,17.27124791388309,7.8766966272762975,0.5411921916554977,1,Average,2025-10-05
user_0088,28,Male,Student,6.202244677714339,21.488097552159058,3.690342229873398,2.9129730154147837,47.85621637167849,1,0.16991180996684735,0,20.37271143251597,1,20.224599370701135,10.0,3.335571344429217,0,Good,2025-09-15
user_0089,41,Female,Student,8.612943622618396,22.12340062725985,6.736344249878247,1.219621904348502,69.50150669482417,3,0.8564330682899626,3,19.76070174731601,3,19.83713127925375,3.044588868759107,0.6128919518001406,1,Good,2025-10-05
user_0090,36,Female,Retired,5.268390697318619,19.469811254002288,0.7382019513209066,3.9581403119783056,2.2236079921830223,2,0.5193553392220533,1,22.490794408848892,0,15.818862049429946,5.716141455036662,4.88035232444811,0,Average,2025-09-11
user_0091,46,Female,Shift Worker,8.900521856716233,21.04943388030686,5.949955737023096,1.5551996363214875,12.177629468025547,0,1.1825982788124825,0,18.816809424230687,1,22.94296263742512,0.3678586600225684,9.418804494291447,0,Good,2025-09-20
user_0092,26,Male,Remote Worker,8.613290475555674,24.236732939575425,8.850023415131098,0.21240451924076637,1.8421024089210258,2,0.28639323996925514,2,20.424746098549175,0,18.198220624058628,3.5667179958530704,2.280941483592813,1,Average,2025-09-16
user_0093,31,Female,Healthcare Worker,7.127511340366202,25.408049082386817,8.535560422753022,4.5940969457500005,5.918169095125318,2,1.764747569887128,2,17.624889723043612,1,23.85678311906447,7.651065641802615,2.678443464039518,1,Average,2025-09-22
user_0094,30,Female,Student,9.121261297217933,20.27817203061614,5.399433327834075,1.0096016788551414,6.513535924410198,1,2.3772023686908503,3,20.41836002236037,0,17.632412175735283,3.374974894390206,10.0,1,Average,2025-09-28
user_0095,18,Male,Student,6.383115918655147,21.43356433352479,3.8166802521799355,1.7009547379828285,15.829879554249201,3,0.35670954915951975,0,21.097142169029922,2,24.52222494999774,4.682820063137685,2.944146815861193,1,Average,2025-10-04
user_0096,38,Male,Remote Worker,7.8292775015438005,22.452469637473932,6.281747139017732,3.4697783610954773,7.818576209989558,0,0.16524653237913792,0,21.732592016537144,1,17.119861785240182,4.102168069577452,2.6745866426449574,0,Good,2025-09-19
user_0097,38,Female,Healthcare Worker,7.689193059643228,23.004290085875294,6.69348314551852,1.2124506260714933,2.661197299757833,0,0.23588534356477187,0,21.167433227263064,1,15.72958936820737,3.1149643723744784,3.4541205337065413,0,Average,2025-09-13
user_0098,35,Female,Office Worker,8.4074287353737,21.042713664141036,5.450142399514736,0.17474911147169425,4.582783834849042,2,3.144912825545875,2,20.027110003263424,1,22.34770928397246,10.0,4.674805367637762,0,Average,2025-09-19
user_0099,32,Female,Healthcare Worker,9.262322762227189,23.26330988003536,8.52563264226255,1.4048363785564422,3.9829708978238587,2,1.126766028160861,1,18.79489275061695,0,17.062821287648806,2.1720469684112103,0.4521524305050483,0,Good,2025-09-19
user_0100,18,Female,Student,6.3153978567102165,21.647089175272352,3.962487031982569,8.671338747504096,90.36917082498107,3,1.25944729661117,0,20.807002656835092,2,16.81717867404732,2.5596768068683966,6.883948549091578,1,Average,2025-09-14
user_0101,29,Female,Shift Worker,6.380150131108976,22.4739859124191,4.854136043528076,3.0794419820133365,35.60432010753886,3,0.22569207838803187,1,20.33347980680236,1,22.676035243619253,5.963953328224832,2.2872952058435287,0,Good,2025-09-29
user_0102,30,Male,Office Worker,8.113013574840425,23.48331164640666,7.596325221247085,3.3394649060851247,85.86482027960727,2,1.5728315644622113,1,20.93009629985697,1,23.114918916041244,3.969767210131283,0.3003966647631688,0,Good,2025-09-16
user_0103,25,Male,Remote Worker,6.1900777749745375,22.51156008565969,4.701637860634225,3.0013180702084155,14.483879641181286,3,4.049900529393362,2,21.7393472349437,0,22.94691584270403,2.24534601242936,6.1705328914543776,0,Average,2025-09-30
user_0104,33,Male,Office Worker,9.413850960768968,21.714505397052175,7.1283563578211435,0.6656535537863177,8.156015819554689,1,2.6420130331166902,0,19.055376834517865,1,20.28441179367605,2.466621314776622,1.8925138445980494,0,Good,2025-10-07
user_0105,39,Female,Healthcare Worker,7.542095509526068,22.302702352933505,5.844797862459572,1.6255759365326767,40.023502682961755,3,1.475468659447499,0,17.30700933025968,0,19.054358683738553,3.2107331797085044,0.4230757077190017,1,Good,2025-09-29
user_0106,57,Male,Student,6.396879949024986,22.340946673430395,4.73782662245538,4.1701819142960215,9.872549301256708,2,0.07826290217339418,1,20.500080950330638,1,19.07313660831271,2.5050492827203494,4.018073642598716,0,Average,2025-09-28
user_0107,37,Female,Student,7.289744274285232,21.83398014621217,5.123724420497403,0.32066136616309093,8.894860924803218,2,0.1788461079687909,3,20.372810935234806,0,18.569995034248798,7.672112099250013,8.485434990689201,1,Average,2025-09-10
user_0108,38,Female,Office Worker,5.44604070383114,22.034167087199215,3.480207791030356,0.976578748929885,6.615615174704416,0,0.07584926521793922,0,19.020764894140996,2,18.006184573101923,4.211921175053258,8.748232068462599,0,Good,2025-09-27
user_0109,34,Female,Healthcare Worker,6.900311203467335,25.37756490690849,8.277876110375821,0.9702142239243059,3.4723286211730424,3,0.446556626161645,0,20.314310022155507,0,19.8574892638202,10.0,10.0,0,Average,2025-09-28
user_0110,18,Male,Shift Worker,8.873693036207786,23.50965500629423,8.383348042502021,1.6970015521379427,7.408420793905855,2,0.2915815330068519,0,20.612291959375042,2,17.562294920536168,4.919946596434402,8.09089790716216,0,Average,2025-09-13
user_0111,34,Female,Office Worker,5.3521674934985795,21.968135427547512,3.3203029210460926,10.0,10.975020479279124,3,0.45175502122697064,1,21.47792688932921,2,20.376442305095548,3.542446975969893,0.008572857558206906,0,Average,2025-09-25
user_0112,35,Male,Remote Worker,6.6990955416686315,23.754517928119323,6.453613469787953,0.20966657548836898,28.021003283727765,1,0.7293411227618454,0,16.60532965229246,0,18.14345193466551,2.0151145210248917,1.91369941880285,1,Good,2025-10-01
user_0113,64,Female,Retired,7.544340807952715,21.89912491843918,5.443465726391896,2.193799706117842,1.615192214091603,2,2.8644020229109,1,17.90421355022985,1,22.58086330133097,3.674923078945207,6.826937011321773,0,Average,2025-09-15
user_0114,32,Male,Remote Worker,9.297029351689728,24.611624347655955,9.908653699345685,0.593029382026534,5.909105881871038,3,1.4138598913540168,2,21.898581773218034,0,20.555826751697197,2.6600189888284227,1.8244218691234073,1,Average,2025-09-13
user_0115,38,Male,Student,7.662350756585051,23.16535594595657,6.827706702541619,10.0,41.39014074390997,3,2.7024764145781255,0,20.344797605200966,1,15.554426006121219,9.250552462807164,3.6806780422757495,1,Average,2025-09-22
user_0116,34,Female,Healthcare Worker,8.401238307658035,22.306856140792387,6.708094448450424,0.3607575754666275,3.972605103110822,3,1.8586307438641754,0,22.158910002471313,2,21.366581730819888,2.5756032762378718,3.7288365135054917,0,Good,2025-09-20
user_0117,20,Male,Student,6.478559420620274,23.3058904664585,5.784449887078775,1.5505361303392162,10.488282361688977,1,0.23870056998547717,1,18.667289360254802,1,17.523297544486578,3.0108692784351305,1.8166805190538777,0,Good,2025-09-16
user_0118,48,Male,Office Worker,4.643862513082485,19.672422926276703,0.31628543935918785,4.016915647103124,49.99892955091856,1,1.9972570954009985,3,21.10829507390773,1,20.42968355451992,2.1822021822673667,9.393424223981073,0,Average,2025-10-07
